"","Field_Name","frozen","storm","unique_storm_number","Q_start","Q_end","runoff_volume","peak_discharge","rain_in","duration","Ievent","I5","I10","I30","I60","ARFdays1","ARFdays2","ARFdays7","ARFdays14","BasinArea_ac","area_ft2","runoff_in"
"1700","P3","Frozen","Storm","2004-7","3/18/2004 18:11","3/18/2004 23:01",362.3,0.03448,0.054,2.733,0.01976,0.108,0.054,0.054,0.045,0,0,0.225,1.827,13.2,574992,0.00756114867685116
"1701","P3","Frozen","Storm","2004-8","3/19/2004 16:14","3/20/2004 4:25",592.4,0.03136,0.126,10.95,0.01151,0.216,0.162,0.108,0.063,0.054,0.054,0.279,0.621,13.2,574992,0.0123633024459471
"1702","P3","Frozen","Storm","2004-9","3/20/2004 14:32","3/20/2004 20:01",362.4,0.02674,0,NA,NA,NA,NA,NA,NA,0.126,0.18,0.405,0.738,13.2,574992,0.00756323566240922
"1703","P3","Non-Frozen","Storm","2004-10","3/28/2004 23:53","3/29/2004 5:01",2121,0.363,0.815,4.9,0.1663,0.54,0.486,0.4,0.31,0,0,0.261,0.441,13.2,574992,0.0442649636864513
"1704","P3","Non-Frozen","Storm","2004-11","3/30/2004 20:35","3/31/2004 1:05",361.2,0.04296,0.26,6.9,0.03768,0.12,0.12,0.1,0.07,0,0.815,1.076,1.256,13.2,574992,0.0075381918357125
"1705","P3","Non-Frozen","Storm","2004-12","5/8/2004 22:41","5/9/2004 2:57",10540,2.12,1.392,1.833,0.7593,4.452,3.732,2.114,1.202,0.992,0.992,1.1,1.73,13.2,574992,0.219968277819517
"1706","P3","Non-Frozen","Storm","2004-13","5/13/2004 1:15","5/13/2004 3:03",402.9,0.1737,0.514,1.1,0.4673,3.288,2.208,0.938,0.496,0,0,2.537,2.636,13.2,574992,0.00840846481342349
"1707","P3","Non-Frozen","Storm","2004-14","5/13/2004 23:00","5/14/2004 0:49",296.2,0.0903,0.29,1.25,0.232,1.092,0.762,0.436,0.272,0.568,0.568,3.006,3.204,13.2,574992,0.00618165122297354
"1708","P3","Non-Frozen","Storm","2004-15","5/14/2004 14:16","5/14/2004 20:51",2089,0.196,0.288,6.683,0.04309,0.108,0.108,0.072,0.072,0.299,0.867,3.305,3.503,13.2,574992,0.0435971283078721
"1709","P3","Non-Frozen","Storm","2004-16","5/20/2004 6:44","5/20/2004 9:01",461.3,0.1519,0.845,3.6,0.2347,2.52,1.938,0.826,0.503,0,0.009,0.704,3.764,13.2,574992,0.0096272643793305
"1710","P3","Non-Frozen","Storm","2004-17","5/21/2004 22:54","5/22/2004 1:31",637.7,0.1475,0.252,2.4,0.105,0.324,0.216,0.18,0.144,0.189,1.07,1.142,4.735,13.2,574992,0.0133087069037482
"1711","P3","Non-Frozen","Storm","2004-18","5/22/2004 6:33","5/22/2004 9:50",724.4,0.1497,0.117,2.183,0.05359,0.216,0.216,0.144,0.099,0.441,1.322,1.394,4.987,13.2,574992,0.0151181233825862
"1712","P3","Non-Frozen","Storm","2004-19","5/22/2004 14:19","5/22/2004 17:35",396.4,0.06589,0.099,5.467,0.01811,0.216,0.162,0.108,0.054,0.558,0.558,1.511,4.418,13.2,574992,0.00827281075214959
"1713","P3","Non-Frozen","Storm","2004-20","5/23/2004 10:47","5/23/2004 18:54",36190,5.326,1.074,7.117,0.1509,1.8,1.26,0.62,0.55,0.099,0.657,1.61,2.819,13.2,574992,0.755280073461892
"1714","P3","Non-Frozen","Storm","2004-21","5/23/2004 22:30","5/24/2004 10:00",37290,8.563,1.46,8.85,0.165,3.72,3.42,1.9,1.04,1.074,1.443,2.684,3.884,13.2,574992,0.778236914600551
"1715","P3","Non-Frozen","Storm","2004-22","5/31/2004 13:24","6/1/2004 0:45",28910,3.467,1.11,7.667,0.1448,1.68,0.96,0.5,0.41,0.42,0.46,0.6,4.744,13.2,574992,0.603347524835128
"1716","P3","Non-Frozen","Storm","2004-23","6/9/2004 7:09","6/9/2004 13:43",30430,11.43,2.28,5.533,0.412,6.96,6.24,4.28,2.16,0,0,0.01,1.75,13.2,574992,0.635069705317639
"1717","P3","Non-Frozen","Storm","2004-24","6/10/2004 5:53","6/10/2004 9:15",405.3,0.05154,0.26,5.3,0.04906,0.24,0.18,0.12,0.09,2.3,2.3,2.31,4.05,13.2,574992,0.00845855246681693
"1718","P3","Non-Frozen","Storm","2004-25","6/11/2004 8:15","6/11/2004 17:55",5490,0.5011,0.56,10.23,0.05472,0.24,0.24,0.18,0.14,0.13,2.61,2.62,4.22,13.2,574992,0.114575507137491
"1719","P3","Non-Frozen","Storm","2004-26","6/12/2004 9:28","6/12/2004 12:31",815.2,0.1725,0.2,3.433,0.05825,0.36,0.3,0.2,0.12,0.53,0.66,3.18,4.78,13.2,574992,0.0170131062693046
"1720","P3","Non-Frozen","Storm","2004-27","6/13/2004 19:00","6/13/2004 21:31",1127,0.3056,0.25,5.433,0.04601,0.96,0.72,0.32,0.17,0,0.21,3.37,4.94,13.2,574992,0.0235203272393355
"1721","P3","Non-Frozen","Storm","2004-28","6/17/2004 5:18","6/17/2004 8:47",6727,1.815,0.93,4.1,0.2268,4.56,3.12,1.38,0.84,0,0,1.28,3.69,13.2,574992,0.140391518490692
"1722","P3","Frozen","Storm","2005-1","12/30/2004 21:45","12/31/2004 12:55",4853,0.3522,0.12,5.25,0.02286,0.24,0.18,0.1,0.06,0.17,0.17,0.17,0.17,13.2,574992,0.101281409132649
"1723","P3","Frozen","Storm","2005-2","1/2/2005 6:14","1/2/2005 14:53",9394,1.578,0.39,4.1,0.09512,1.44,1.08,0.54,0.31,0,0,0.29,0.29,13.2,574992,0.196051423324151
"1724","P3","Frozen","Storm","2005-3","1/2/2005 17:52","1/2/2005 23:55",656.1,0.1119,0.01,NA,NA,NA,NA,NA,NA,0.39,0.39,0.68,0.68,13.2,574992,0.0136927122464313
"1725","P3","Frozen","Storm","2005-4","1/12/2005 15:59","1/13/2005 20:12",10020,0.4028,0.25,20.1,0.01244,0.12,0.12,0.06,0.05,0.01,0.01,0.01,0.7,13.2,574992,0.209115952917606
"1726","P3","Frozen","Storm","2005-5","2/5/2005 21:30","2/8/2005 22:01",32920,0.6715,0.333,20.67,0.01611,0.216,0.162,0.108,0.081,0,0,0,0,13.2,574992,0.687035645713332
"1727","P3","Frozen","Storm","2005-6","2/12/2005 16:00","2/16/2005 10:01",4904,0.196,0.378,43.67,0.008656,0.108,0.108,0.072,0.063,0,0,0.333,0.333,13.2,574992,0.102345771767259
"1728","P3","Frozen","Storm","2005-7","3/6/2005 18:30","3/8/2005 2:47",7423,0.2155,0,NA,NA,NA,NA,NA,NA,0,0,0,0,13.2,574992,0.154916937974789
"1729","P3","Frozen","Storm","2005-8","3/24/2005 20:15","3/25/2005 14:54",1350,0.0406,0,NA,NA,NA,NA,NA,NA,0,0,0,0,13.2,574992,0.0281743050338092
"1730","P3","Frozen","Storm","2005-9","3/25/2005 17:14","3/26/2005 4:53",289.7,0.01832,0,NA,NA,NA,NA,NA,NA,0,0,0,0,13.2,574992,0.00604599716169964
"1731","P3","Frozen","Storm","2005-10","3/26/2005 18:08","3/27/2005 10:03",2030,0.099,0,NA,NA,NA,NA,NA,NA,0,0,0,0,13.2,574992,0.0423658068286167
"1732","P3","Frozen","Storm","2005-11","3/27/2005 17:44","3/31/2005 7:56",104600,2.51,0.353,4.5,0.07844,1.104,0.768,0.436,0.254,0,0,0,0,13.2,574992,2.1829868937307
"1733","P3","Non-Frozen","Storm","2005-12","8/19/2005 2:00","8/19/2005 4:28",7831,7.46,4.591,3.367,1.364,7.044,6.678,5.188,4.029,0,0,0.234,0.766,13.2,574992,0.163431839051674
"1734","P3","Non-Frozen","Storm","2005-13","9/13/2005 23:24","9/14/2005 1:30",2024,1.336,1.422,1.117,1.273,4.884,4.74,2.646,1.413,0.018,0.018,0.713,0.713,13.2,574992,0.0422405876951331
"1735","P3","Non-Frozen","Storm","2005-14","9/25/2005 16:35","9/25/2005 16:44",8.1,0.02623,0.328,0.1333,2.46,3.288,1.968,0.656,0.328,0.117,0.117,0.504,1.944,13.2,574992,0.000169045830202855
"1736","P3","Frozen","Storm","2006-1","11/28/2005 14:00","11/29/2005 9:05",1170,0.05091,0.441,8,0.05512,0.432,0.378,0.234,0.135,0.684,0.693,0.774,1.638,13.2,574992,0.0244177310293013
"1737","P3","Frozen","Storm","2006-2","1/2/2006 15:00","1/5/2006 21:56",8803,0.05028,0.45,70.8,0.006356,0.108,0.108,0.054,0.045,0.009,0.252,0.342,0.477,13.2,574992,0.183717338676016
"1738","P3","Frozen","Storm","2006-3","1/29/2006 0:20","1/31/2006 12:06",8765,0.1157,1.377,31.72,0.04342,0.324,0.27,0.216,0.162,0,0,0,0,13.2,574992,0.182924284163954
"1739","P3","Frozen","Storm","2006-4","1/31/2006 17:00","2/1/2006 4:53",1278,0.08781,0,NA,NA,NA,NA,NA,NA,0,0.054,1.377,1.377,13.2,574992,0.026671675432006
"1740","P3","Frozen","Storm","2006-5","2/1/2006 10:52","2/4/2006 9:02",7119,0.05883,0.261,59.03,0.004421,0.216,0.162,0.126,0.099,0,0,1.377,1.377,13.2,574992,0.148572501878287
"1741","P3","Frozen","Storm","2006-6","2/4/2006 16:00","2/5/2006 1:16",470,0.02141,0,NA,NA,NA,NA,NA,NA,0.009,0.009,1.638,1.638,13.2,574992,0.00980883212288171
"1742","P3","Frozen","Storm","2006-7","2/22/2006 19:50","2/23/2006 14:12",2689,0.07963,0,NA,NA,NA,NA,NA,NA,0,0,0,0.027,13.2,574992,0.0561190416562317
"1743","P3","Frozen","Storm","2006-8","2/23/2006 16:42","2/24/2006 10:00",3026,0.09991,0,NA,NA,NA,NA,NA,NA,0,0,0,0.027,13.2,574992,0.0631521829868937
"1744","P3","Frozen","Storm","2006-9","3/7/2006 21:27","3/14/2006 4:30",47050,1.348,1.162,137.8,0.008435,1.2,1.032,0.596,0.334,0,0.189,0.288,0.288,13.2,574992,0.981926705067201
"1745","P3","Non-Frozen","Storm","2006-10","4/3/2006 7:25","4/3/2006 19:30",971.4,0.05548,0.612,16.98,0.03604,0.216,0.162,0.126,0.117,0,0.027,0.054,0.054,13.2,574992,0.0202729777109942
"1746","P3","Non-Frozen","Storm","2006-11","5/11/2006 14:25","5/12/2006 21:05",53260,2.46,2.691,33.68,0.07989,0.432,0.378,0.288,0.279,0.009,0.234,0.234,1.242,13.2,574992,1.11152850822272
"1747","P3","Non-Frozen","Storm","2006-12","5/13/2006 2:00","5/13/2006 14:00",1653,0.0726,0.099,10.83,0.009138,0.108,0.054,0.036,0.018,0.513,2.691,2.925,3.933,13.2,574992,0.0344978712747308
"1748","P3","Non-Frozen","Storm","2006-13","5/13/2006 23:51","5/14/2006 21:15",15620,0.7657,0.639,18.98,0.03366,0.216,0.216,0.126,0.117,0.099,0.855,3.024,4.032,13.2,574992,0.325987144168962
"1749","P3","Non-Frozen","Storm","2006-14","5/15/2006 11:22","5/15/2006 21:45",3314,0.3504,0.155,7.883,0.01966,0.36,0.24,0.158,0.099,0.198,0.648,3.663,3.726,13.2,574992,0.0691627013941064
"1750","P3","Non-Frozen","Storm","2006-15","5/16/2006 7:37","5/16/2006 14:37",1615,0.1245,0.072,2.867,0.02512,0.108,0.108,0.054,0.045,0.155,0.443,3.818,3.872,13.2,574992,0.033704816762668
"1751","P3","Non-Frozen","Storm","2006-16","5/17/2006 15:33","5/18/2006",2537,0.5508,0.225,5.483,0.04103,0.648,0.486,0.216,0.117,0,0.09,3.656,3.908,13.2,574992,0.0529468236079806
"1752","P3","Non-Frozen","Storm","2006-17","5/28/2006 7:25","5/28/2006 12:00",38040,9.892,1.794,2.35,0.7634,4.056,3.474,2.446,1.554,0.018,0.018,0.072,0.893,13.2,574992,0.793889306286001
"1753","P3","Non-Frozen","Storm","2006-18","5/30/2006 15:21","5/30/2006 18:00",1030,0.931,0.387,2.483,0.1558,2.04,1.404,0.576,0.306,0,0,1.866,2.145,13.2,574992,0.0214959512480174
"1754","P3","Non-Frozen","Storm","2006-19","5/31/2006 7:41","5/31/2006 12:45",11180,3.806,0.477,6.3,0.07571,0.864,0.81,0.576,0.351,0.396,0.396,2.262,2.541,13.2,574992,0.233324985391101
"1755","P3","Non-Frozen","Storm","2006-20","8/2/2006 9:30","8/2/2006 9:55",30.2,0.03188,1.01,0.9333,1.082,3.924,3.588,2.002,1.01,0,0,0.902,2.579,13.2,574992,0.000630269638534101
"1756","P3","Non-Frozen","Storm","2007-1","10/4/2006 3:45","10/4/2006 11:45",5878,3.144,1.81,7.883,0.2296,2.64,2.28,1.4,1.09,0,0.028,0.496,0.838,13.2,574992,0.122673011102763
"1757","P3","Frozen","Storm","2007-2","2/21/2007 23:00","2/22/2007 1:30",239.1,0.05816,0,NA,NA,NA,NA,NA,NA,0,0,0,0,13.2,574992,0.00498998246932131
"1758","P3","Frozen","Storm","2007-3","3/10/2007 12:30","3/10/2007 14:45",210,0.04336,0,NA,NA,NA,NA,NA,NA,0,0,0,0.261,13.2,574992,0.00438266967192587
"1759","P3","Frozen","Storm","2007-4","3/10/2007 23:30","3/11/2007 1:00",114.9,0.03084,0,NA,NA,NA,NA,NA,NA,0,0,0,0.261,13.2,574992,0.00239794640621087
"1760","P3","Frozen","Storm","2007-5","3/12/2007 0:15","3/12/2007 1:45",184.8,0.05028,0,NA,NA,NA,NA,NA,NA,0,0,0,0.261,13.2,574992,0.00385674931129477
"1761","P3","Frozen","Storm","2007-6","3/12/2007 16:30","3/15/2007 4:50",101400,4.534,0,NA,NA,NA,NA,NA,NA,0.216,0.216,0.216,0.477,13.2,574992,2.11620335587278
"1762","P3","Frozen","Storm","2007-7","3/19/2007 17:30","3/19/2007 19:29",202.8,0.06234,0,NA,NA,NA,NA,NA,NA,0,0,0,0.216,13.2,574992,0.00423240671174556
"1763","P3","Frozen","Storm","2007-8","3/21/2007 22:00","3/22/2007 14:27",9955,1.454,0.281,7.433,0.0378,0.996,0.66,0.292,0.155,0.009,0.009,0.009,0.225,13.2,574992,0.207759412304867
"1764","P3","Non-Frozen","Storm","2007-9","4/1/2007 4:18","4/1/2007 7:48",670.1,0.1822,0.526,NA,NA,NA,NA,NA,NA,0.063,0.063,0.225,1.325,13.2,574992,0.0139848902245596
"1765","P3","Frozen","Storm","2008-1","12/2/2007 6:15","12/2/2007 10:45",872.6,0.092,0,NA,NA,NA,NA,NA,NA,0,0,0.072,0.117,13.2,574992,0.018211035979631
"1766","P3","Frozen","Storm","2008-2","1/7/2008 18:15","1/8/2008 6:30",3180,0.2012,0.74,7.467,0.09911,1.584,1.176,0.772,0.505,0.009,0.009,0.009,0.009,13.2,574992,0.066366140746306
"1767","P3","Frozen","Storm","2008-3","1/8/2008 15:15","1/9/2008 9:31",20060,1.024,0.937,12.65,0.07407,0.984,0.762,0.488,0.361,0.749,0.758,0.758,0.758,13.2,574992,0.418649302946824
"1768","P3","Frozen","Storm","2008-4","3/3/2008 15:36","3/4/2008 4:00",3845,0.1947,0,NA,NA,NA,NA,NA,NA,0.344,0.344,0.344,0.344,13.2,574992,0.0802445947074046
"1769","P3","Frozen","Storm","2008-5","3/14/2008 19:38","3/15/2008 16:44",8113,0.4256,0,NA,NA,NA,NA,NA,NA,0,0.027,0.027,0.371,13.2,574992,0.169317138325403
"1770","P3","Frozen","Storm","2008-6","3/19/2008 18:40","3/20/2008 11:37",9590,0.8779,0,NA,NA,NA,NA,NA,NA,0,0,0.027,0.027,13.2,574992,0.200141915017948
"1771","P3","Frozen","Storm","2008-7","3/20/2008 21:00","3/21/2008 4:00",751.7,0.0465,0,NA,NA,NA,NA,NA,NA,0,0,0,0.027,13.2,574992,0.0156878704399366
"1772","P3","Frozen","Storm","2008-8","3/25/2008 17:45","3/26/2008 1:00",725.8,0.0478,0,NA,NA,NA,NA,NA,NA,0,0,0,0.027,13.2,574992,0.015147341180399
"1773","P3","Frozen","Storm","2008-9","3/31/2008 21:07","4/1/2008 7:30",4294,0.3248,0.68,NA,NA,NA,NA,NA,NA,0,0,0,0,13.2,574992,0.0896151598630937
"1774","P3","Non-Frozen","Storm","2008-10","4/9/2008 1:15","4/9/2008 14:15",4968,0.4654,1.13,13.87,0.08149,0.48,0.42,0.26,0.23,0,0,0,0.68,13.2,574992,0.103681442524418
"1775","P3","Non-Frozen","Storm","2008-11","4/11/2008 0:30","4/12/2008",22840,1.294,1.55,23.97,0.06467,0.6,0.54,0.32,0.24,0,1.13,1.13,1.81,13.2,574992,0.47666750146089
"1776","P3","Non-Frozen","Storm","2008-12","4/12/2008 4:30","4/12/2008 22:30",3430,0.1119,0.28,18.35,0.01526,0.12,0.12,0.08,0.06,1.09,1.55,2.68,3.36,13.2,574992,0.0715836046414559
"1777","P3","Non-Frozen","Storm","2008-13","6/8/2008 23:45","6/9/2008 9:00",18080,1.348,1.1,9.1,0.1209,1.92,1.5,0.94,0.54,1.3,1.32,2.13,2.24,13.2,574992,0.377326988897237
"1778","P3","Non-Frozen","Storm","2008-14","6/13/2008 0:30","6/13/2008 11:15",31090,9.148,2.18,10.1,0.2158,4.92,3.72,1.94,1.01,0.12,0.12,2.54,3.46,13.2,574992,0.648843810000835
"1779","P3","Non-Frozen","Storm","2010-1","10/30/2009 11:30","10/30/2009 14:15",1457,0.3972,0.766,9.367,0.08178,0.864,0.648,0.432,0.351,0.009,0.009,1.458,1.917,13.2,574992,0.0304073795809333
"1780","P4","Frozen","Storm","2005-1","12/6/2004 21:00","12/14/2004 7:00",11190,0.3032,1.57,139.6,0.01125,0.36,0.3,0.24,0.21,0.26,0.26,0.26,1.11,20.5,892980,0.150372908687765
"1781","P4","Frozen","Non-storm","2005-2","12/14/2004 7:00","12/30/2004 22:40",1908,0.00432,0.2,8.217,0.02434,0.24,0.24,0.16,0.11,0,0,0,0,20.5,892980,0.0256399919371095
"1782","P4","Frozen","Storm","2005-3","12/30/2004 22:40","1/5/2005 18:00",42260,0.3514,0.52,67.25,0.007732,1.44,1.08,0.54,0.31,0.17,0.17,0.17,0.17,20.5,892980,0.567896257474971
"1783","P4","Frozen","Non-storm","2005-4","1/5/2005 18:00","1/12/2005 14:45",1531,0.00618,0.2,17.73,0.01128,0.24,0.24,0.12,0.1,0,0,0,0.69,20.5,892980,0.0205738090438756
"1784","P4","Frozen","Storm","2005-5","1/12/2005 14:45","1/15/2005 18:15",12560,0.1932,0.25,20.1,0.01244,0.24,0.24,0.12,0.1,0.01,0.01,0.01,0.7,20.5,892980,0.16878317543506
"1785","P4","Frozen","Non-storm","2005-6","1/15/2005 18:15","1/22/2005 18:00",738,0.00674,0,NA,NA,NA,NA,NA,NA,0,0,0.26,0.66,20.5,892980,0.00991735537190083
"1786","P4","Frozen","Non-storm","2005-7","2/2/2005 14:20","2/5/2005 23:20",162.3,0.00164,0,NA,NA,NA,NA,NA,NA,0,0,0,0,20.5,892980,0.00218101189276356
"1787","P4","Frozen","Storm","2005-8","2/5/2005 23:20","2/11/2005 11:25",15640,0.1086,0.333,20.67,0.01611,0.216,0.162,0.108,0.081,0,0,0,0,20.5,892980,0.210172680239199
"1788","P4","Frozen","Non-storm","2005-9","2/11/2005 11:25","2/12/2005 18:55",188.5,0.00246,0,NA,NA,NA,NA,NA,NA,0,0,0.333,0.333,20.5,892980,0.00253309144661695
"1789","P4","Frozen","Storm","2005-10","2/12/2005 18:55","2/15/2005 11:10",4336,0.07536,0.297,34.67,0.008567,0.216,0.216,0.144,0.126,0,0,0.333,0.333,20.5,892980,0.058267822347645
"1790","P4","Frozen","Non-storm","2005-11","2/15/2005 11:10","2/25/2005 7:00",1102,0.0073,0.315,19.02,0.01656,0.216,0.216,0.144,0.126,0.054,0.063,0.063,0.396,20.5,892980,0.0148088423032991
"1791","P4","Frozen","Non-storm","2005-12","3/5/2005 21:00","3/6/2005 21:35",53.7,0.00194,0,NA,NA,NA,NA,NA,NA,0,0,0,0,20.5,892980,0.000721628703890345
"1792","P4","Frozen","Storm","2005-13","3/6/2005 21:35","3/12/2005 0:25",17090,0.1316,0,NA,NA,NA,NA,NA,NA,0,0,0,0,20.5,892980,0.229657999059329
"1793","P4","Frozen","Non-storm","2005-14","3/12/2005 0:25","3/20/2005 8:00",534.5,0.00206,0,NA,NA,NA,NA,NA,NA,0,0,0,0,20.5,892980,0.00718269166162736
"1794","P4","Frozen","Non-storm","2005-15","3/22/2005 1:00","3/25/2005 0:45",177.6,0.00176,0,NA,NA,NA,NA,NA,NA,0,0,0,0,20.5,892980,0.00238661560169321
"1795","P4","Frozen","Storm","2005-16","3/25/2005 0:45","4/4/2005 18:55",92100,0.3514,0.353,4.5,0.07844,1.104,0.768,0.436,0.254,0,0,0,0,20.5,892980,1.23765369885104
"1796","P4","Non-Frozen","Non-storm","2005-17","4/4/2005 18:55","5/12/2005 3:45",11090,0.01577,1.432,687.8,0.002082,0.984,0.924,0.704,0.451,0,0,0,0.353,20.5,892980,0.149029093596721
"1797","P4","Non-Frozen","Non-storm","2005-18","5/12/2005 3:45","7/2/2005 10:45",6540,0.0038,2.441,1155,0.002113,2.172,1.464,0.524,0.262,0,0,0.099,0.099,20.5,892980,0.0878855069542431
"1798","P4","Non-Frozen","Non-storm","2005-19","7/4/2005 10:15","7/5/2005",18.1,9e-04,0.415,4.05,0.1025,0.768,0.6,0.38,0.208,0,0,0.189,0.442,20.5,892980,0.000243230531478868
"1799","P4","Non-Frozen","Non-storm","2005-20","7/26/2005 5:45","7/27/2005 23:00",217.6,0.02676,0.801,11.73,0.06827,0.972,0.648,0.324,0.243,0,0.072,0.423,0.423,20.5,892980,0.0029241416381106
"1800","P4","Non-Frozen","Storm","2005-21","8/19/2005 2:00","8/22/2005 4:15",6319,0.3514,5.287,37.82,0.1398,7.044,6.678,5.188,4.029,0,0,0.234,0.766,20.5,892980,0.084915675603037
"1801","P4","Non-Frozen","Non-storm","2005-22","8/22/2005 4:15","8/27/2005 6:00",274.7,0.00176,0.638,1.65,0.3867,3.84,2.46,1.216,0.896,0,0,0.579,5.287,20.5,892980,0.00369146005509642
"1802","P4","Non-Frozen","Storm","2005-23","8/27/2005 6:00","8/28/2005 5:00",434.6,0.01931,0.836,5.8,0.1441,3.84,2.46,1.234,0.896,0,0,0.579,5.287,20.5,892980,0.00584022038567493
"1803","P4","Non-Frozen","Non-storm","2005-24","8/28/2005 5:00","9/3/2005 11:15",289.9,0.00182,0,NA,NA,NA,NA,NA,NA,0.646,0.836,0.836,6.123,20.5,892980,0.00389571994893503
"1804","P4","Non-Frozen","Storm","2005-25","9/7/2005 21:00","9/13/2005 23:00",410.8,0.01775,0.713,134.4,0.005307,1.2,1.038,0.454,0.227,0,0,0,0.836,20.5,892980,0.00552039239400659
"1805","P4","Non-Frozen","Storm","2005-26","9/13/2005 23:00","9/17/2005 6:10",5358,0.2501,1.422,1.117,1.273,4.884,4.74,2.646,1.413,0.018,0.018,0.713,0.713,20.5,892980,0.0720016125781092
"1806","P4","Non-Frozen","Non-storm","2005-27","9/17/2005 6:10","9/25/2005 16:30",1734,0.00454,0.504,144.4,0.003491,0.324,0.27,0.216,0.189,0,0,1.44,2.135,20.5,892980,0.0233017536786938
"1807","P4","Non-Frozen","Storm","2005-28","9/25/2005 16:30","9/28/2005 19:40",1571,0.02915,0.751,75.05,0.01001,3.288,1.968,0.728,0.468,0.117,0.117,0.504,1.944,20.5,892980,0.021111335080293
"1808","P4","Non-Frozen","Storm","2005-29","9/28/2005 19:40","10/1/2005 4:59",3001,0.03499,0.63,5.25,0.12,1.08,0.864,0.612,0.477,0,0,0.967,1.021,20.5,892980,0.0403278908822146
"1809","P4","Non-Frozen","Non-storm","2006-01","10/1/2005 5:00","10/3/2005 2:15",1021,0.008,0.027,0.4333,0.06231,0.216,0.108,0.108,0.054,0,0,0.702,1.651,20.5,892980,0.0137203520795539
"1810","P4","Non-Frozen","Non-storm","2006-02","10/3/2005 2:15","10/10/2005 22:00",2407,0.00576,0.253,84.45,0.002996,0.66,0.438,0.164,0.108,0,0,0.702,1.651,20.5,892980,0.0323456292414164
"1811","P4","Non-Frozen","Non-storm","2006-04","10/10/2005 22:00","11/6/2005 3:45",3014,0.00744,1.242,601.2,0.002066,0.864,0.864,0.54,0.45,0,0,0.091,0.883,20.5,892980,0.0405025868440503
"1812","P4","Non-Frozen","Storm","2006-05","11/6/2005 3:45","11/6/2005 22:20",8432,0.2514,1.791,18.65,0.09603,0.864,0.864,0.54,0.45,0,0,0.099,0.459,20.5,892980,0.113310488476786
"1813","P4","Non-Frozen","Non-storm","2006-06","11/6/2005 22:20","11/10/2005 8:30",12130,0.1524,0.009,NA,NA,NA,NA,NA,NA,0,0,1.791,1.899,20.5,892980,0.163004770543573
"1814","P4","Non-Frozen","Non-storm","2006-07","11/10/2005 8:30","11/15/2005 22:25",5892,0.0175,0.45,69.55,0.00647,0.54,0.378,0.216,0.162,0,0,1.746,1.899,20.5,892980,0.0791775851642814
"1815","P4","Non-Frozen","Storm","2006-08","11/15/2005 22:25","11/18/2005",18320,0.3032,0.774,12.53,0.06176,0.54,0.432,0.234,0.171,0.09,0.09,0.324,2.115,20.5,892980,0.246186924679164
"1816","P4","Non-Frozen","Non-storm","2006-09","11/18/2005","11/27/2005 14:00",17920,0.04685,0.306,91.2,0.003355,0.864,0.756,0.54,0.396,0,0,0,1.089,20.5,892980,0.24081166431499
"1817","P4","Non-Frozen","Storm","2006-10","11/27/2005 14:00","11/30/2005 23:00",49980,0.3514,1.143,45.87,0.02492,0.864,0.756,0.54,0.396,0.009,0.009,0.09,0.954,20.5,892980,0.671638782503527
"1818","P4","Frozen","Non-storm","2006-11","11/30/2005 23:00","12/12/2005 5:25",13010,0.03499,0,NA,NA,NA,NA,NA,NA,0,0.018,1.224,1.233,20.5,892980,0.174830343344756
"1819","P4","Frozen","Non-storm","2006-12","12/12/2005 5:25","12/21/2005 5:25",4203,0.00702,0.063,0.5,0.126,0.216,0.162,0.108,0.063,0,0,0,0,20.5,892980,0.0564805482765572
"1820","P4","Frozen","Non-storm","2006-13","12/21/2005 5:25","1/2/2006 8:05",6691,0.01485,0.486,235.9,0.00206,0.216,0.108,0.09,0.072,0,0,0,0.063,20.5,892980,0.0899146677417187
"1821","P4","Frozen","Storm","2006-14","1/2/2006 8:05","1/6/2006 20:40",73650,0.3514,0.45,70.8,0.006356,0.216,0.108,0.054,0.045,0.009,0.252,0.342,0.477,20.5,892980,0.989719814553517
"1822","P4","Frozen","Non-storm","2006-15","1/6/2006 20:40","1/20/2006 14:15",16680,0.03733,0,NA,NA,NA,NA,NA,NA,0,0.117,0.774,0.792,20.5,892980,0.224148357186051
"1823","P4","Frozen","Non-storm","2006-16","1/20/2006 14:15","1/28/2006 22:45",4564,0.00817,0.315,3.617,0.0871,0.648,0.54,0.432,0.324,0,0,0,0,20.5,892980,0.0613317207552241
"1824","P4","Frozen","Storm","2006-17","1/28/2006 22:45","1/31/2006 21:05",28090,0.3514,1.377,31.72,0.04342,0.648,0.54,0.432,0.324,0,0,0,0,20.5,892980,0.377477659074111
"1825","P4","Frozen","Non-storm","2006-18","1/31/2006 21:05","2/1/2006 11:00",1689,0.03811,0.054,0.9,0.06,0.216,0.216,0.144,0.108,0,0,1.377,1.377,20.5,892980,0.0226970368877243
"1826","P4","Frozen","Storm","2006-19","2/1/2006 11:00","2/4/2006 15:05",23150,0.1846,0.261,59.03,0.004421,0.216,0.216,0.144,0.108,0,0,1.377,1.377,20.5,892980,0.311093193576564
"1827","P4","Frozen","Non-storm","2006-20","2/4/2006 15:05","2/9/2006 6:05",10840,0.05926,0,NA,NA,NA,NA,NA,NA,0.009,0.009,1.638,1.638,20.5,892980,0.145669555869112
