"","Field_Name","frozen","storm","unique_storm_number","Q_start","Q_end","runoff_volume","peak_discharge","rain_in","duration","Ievent","I5","I10","I30","I60","ARFdays1","ARFdays2","ARFdays7","ARFdays14","BasinArea_ac","area_ft2","runoff_in"
"511","JF2","Non-Frozen","Storm","2016-13","8/24/2016 6:15","8/24/2016 7:00",68.7,0.1036,1.4,3.833,0.3652,2.64,2.58,1.14,0.73,0,0,1.89,2.96,16,696960,0.00118285123966942
"512","JF2","Non-Frozen","Storm","2016-14","9/7/2016 11:45","9/7/2016 13:30",2918,1.92,2.51,12.5,0.2008,3.36,2.4,1.5,0.8,0.08,0.21,0.21,2.19,16,696960,0.0502410468319559
"513","JF2","Non-Frozen","Storm","2016-15","9/9/2016 18:00","9/9/2016 19:15",67.5,0.02929,1.47,5.667,0.2594,1.08,0.9,0.76,0.63,0,0.34,3.06,3.28,16,696960,0.00116219008264463
"514","JF2","Non-Frozen","Storm","2016-16","9/21/2016 13:45","9/21/2016 15:45",206.5,0.06589,1.52,7.583,0.2004,1.32,0.78,0.5,0.43,0.01,0.18,1.22,5.52,16,696960,0.00355544077134986
"515","JF2","Non-Frozen","Storm","2016-17","9/22/2016 6:00","9/22/2016 22:15",50540,9.304,3.43,12.17,0.2819,2.04,2.04,1.58,1.12,1.56,1.57,2.78,5.08,16,696960,0.870179063360881
"516","JF2","Frozen","Storm","2017-1","1/10/2017 15:00","1/10/2017 20:00",211.2,0.03292,0.29,3.167,0.09158,0.24,0.24,0.2,0.18,0,0,0,0.05,16,696960,0.00363636363636364
"517","JF2","Frozen","Storm","2017-2","1/20/2017 5:30","1/25/2017 1:00",13900,0.1553,0.21,84.17,0.002495,0.12,0.12,0.1,0.08,0.07,0.11,0.45,0.74,16,696960,0.239325068870523
"518","JF2","Frozen","Storm","2017-3","2/11/2017 20:30","2/13/2017 1:30",1096,0.01506,0.01,NA,NA,NA,NA,NA,NA,0,0,0,0,16,696960,0.018870523415978
"519","JF2","Frozen","Storm","2017-4","2/13/2017 16:00","2/14/2017 4:30",432,0.01543,0,NA,NA,NA,NA,NA,NA,0,0.01,0.01,0.01,16,696960,0.00743801652892562
"520","JF2","Frozen","Storm","2017-5","2/17/2017 18:30","2/18/2017 23:45",1462,0.01664,0,NA,NA,NA,NA,NA,NA,0,0,0.01,0.01,16,696960,0.0251721763085399
"521","JF2","Frozen","Storm","2017-6","2/19/2017 19:00","2/20/2017",231.3,0.0158,0,NA,NA,NA,NA,NA,NA,0,0,0,0.01,16,696960,0.00398243801652893
"522","JF2","Non-Frozen","Storm","2017-7","3/7/2017 3:45","3/7/2017 5:30",385.3,0.1369,0.64,1.25,0.512,2.64,1.86,0.92,0.6,0.03,0.03,0.2,0.25,16,696960,0.00663395316804408
"523","JF2","Non-Frozen","Storm","2017-8","5/16/2017 7:00","5/16/2017 8:00",67.3,0.04178,2.73,2.583,1.057,3.84,3.54,2.7,1.97,0.05,0.05,0.35,0.67,16,696960,0.00115874655647383
"524","JF2","Non-Frozen","Storm","2017-9","5/17/2017 22:30","5/18/2017 0:15",843.8,0.5966,0.61,0.25,2.44,3.36,3.12,1.22,0.61,0.09,2.94,2.99,3.59,16,696960,0.0145282369146006
"525","JF2","Non-Frozen","Storm","2017-10","7/12/2017 8:45","7/12/2017 13:00",8325,5.528,1.93,6.333,0.3047,2.52,2.22,1.12,0.74,0,0.69,1.1,2.34,16,696960,0.143336776859504
"526","JF2","Non-Frozen","Storm","2017-11","7/20/2017","7/20/2017 0:45",82.9,0.08864,0.46,0.8333,0.552,1.92,1.32,0.8,0.46,0,0,0.21,3.27,16,696960,0.00142734159779614
"527","JF2","Non-Frozen","Storm","2017-12","7/20/2017 4:45","7/20/2017 11:45",101000,31.66,3.47,6.333,0.5479,5.28,3.96,2.38,1.43,0.47,0.47,0.68,3.36,16,696960,1.73898071625344
"528","JF2","Non-Frozen","Storm","2017-13","7/22/2017 1:30","7/22/2017 4:30",11360,6.826,0.4,1.667,0.24,1.08,0.78,0.54,0.39,0.71,4.18,4.86,7.53,16,696960,0.195592286501377
"529","JF4","Frozen","Storm","2011-1","11/29/2010 23:45","11/30/2010 0:05",111.1,0.1317,0.1,1.367,0.07317,0.24,0.12,0.1,0.08,0,0,0,0.28,14,609840,0.00218614718614719
"530","JF4","Frozen","Storm","2011-2","2/17/2011 12:00","2/18/2011 19:30",28490,0.928,0.01,NA,NA,NA,NA,NA,NA,0,0,0,0,14,609840,0.560606060606061
"531","JF4","Frozen","Storm","2011-3","3/15/2011 19:45","3/16/2011 2:15",484.1,0.04839,0,NA,NA,NA,NA,NA,NA,0,0,0,0.15,14,609840,0.00952577725304998
"532","JF4","Frozen","Storm","2011-4","3/16/2011 4:45","3/16/2011 14:15",927.2,0.05682,0,NA,NA,NA,NA,NA,NA,0,0,0,0.15,14,609840,0.0182447855175128
"533","JF4","Frozen","Storm","2011-5","3/16/2011 18:00","3/18/2011 8:45",18660,0.3314,0.01,NA,NA,NA,NA,NA,NA,0,0,0,0.15,14,609840,0.367178276269185
"534","JF4","Frozen","Storm","2011-6","3/18/2011 20:30","3/19/2011 3:15",643.4,0.06092,0,NA,NA,NA,NA,NA,NA,0,0.01,0.01,0.01,14,609840,0.0126603699330972
"535","JF4","Non-Frozen","Storm","2011-7","3/20/2011 11:15","3/20/2011 23:45",6848,0.5354,0.86,7.55,0.1139,0.36,0.36,0.28,0.22,0.02,0.02,0.03,0.03,14,609840,0.134750098386462
"536","JF4","Non-Frozen","Storm","2011-8","3/22/2011 9:45","3/23/2011 8:00",20260,1.282,1.64,18.72,0.08762,1.2,0.78,0.42,0.28,0,0.86,0.89,0.89,14,609840,0.39866194411649
"537","JF4","Non-Frozen","Storm","2011-9","4/26/2011 12:00","4/26/2011 18:00",5223,0.723,1.22,14.27,0.08551,0.48,0.42,0.3,0.29,0,0,0.47,1.11,14,609840,0.102774498229044
"538","JF4","Frozen","Storm","2012-1","2/21/2012 20:00","2/22/2012 2:15",250.6,0.0205,0,NA,NA,NA,NA,NA,NA,0,0,0,0,14,609840,0.00493112947658402
"539","JF4","Frozen","Storm","2012-2","2/22/2012 16:45","2/23/2012 4:15",345.6,0.0118,0,NA,NA,NA,NA,NA,NA,0,0,0,0,14,609840,0.00680047225501771
"540","JF4","Frozen","Storm","2012-3","2/26/2012 21:00","2/27/2012 4:10",527,0.035,0,NA,NA,NA,NA,NA,NA,0,0,0,0,14,609840,0.0103699330972058
"541","JF4","Frozen","Storm","2012-4","2/28/2012 23:15","3/1/2012 9:30",28680,1.952,0,NA,NA,NA,NA,NA,NA,0,0,0,0,14,609840,0.564344746162928
"542","JF4","Frozen","Storm","2012-5","3/6/2012 16:30","3/7/2012 13:15",16280,1.542,0,NA,NA,NA,NA,NA,NA,0,0,0,0,14,609840,0.32034632034632
"543","JF4","Non-Frozen","Storm","2012-6","4/15/2012 11:30","4/15/2012 12:45",449.3,0.2012,1.89,8.283,0.2282,1.92,1.56,1.26,1.08,0.03,0.03,0.03,0.04,14,609840,0.00884100747737111
"544","JF4","Non-Frozen","Storm","2012-7","4/20/2012 1:30","4/20/2012 6:30",2341,0.3468,1.61,13.5,0.1193,0.6,0.48,0.32,0.24,0,0.08,2,2.01,14,609840,0.046064541519087
"545","JF4","Non-Frozen","Storm","2012-8","5/3/2012 7:45","5/3/2012 10:00",846.7,0.2928,0.73,5.417,0.1348,2.76,1.56,0.56,0.29,0.44,0.44,1.07,2.93,14,609840,0.0166607634789453
"546","JF4","Non-Frozen","Storm","2012-9","5/3/2012 12:45","5/3/2012 16:00",9858,3.618,0.49,4.217,0.1162,2.88,1.92,0.84,0.44,0.73,1.17,1.8,3.66,14,609840,0.193978748524203
"547","JF4","Non-Frozen","Storm","2012-10","5/6/2012 14:00","5/6/2012 16:30",924.5,0.2248,0.35,2.717,0.1288,0.84,0.48,0.34,0.21,0.04,0.41,2.55,2.93,14,609840,0.0181916568280205
"548","JF4","Frozen","Storm","2013-1","1/29/2013 6:30","1/30/2013 20:15",13190,0.4123,0.21,6.583,0.0319,1.32,0.72,0.24,0.14,0.03,0.03,0.03,0.03,14,609840,0.259543486816214
"549","JF4","Frozen","Storm","2013-2","2/10/2013 18:15","2/13/2013 4:00",47120,1.088,0.68,11.47,0.0593,0.6,0.6,0.44,0.36,0,0,0.01,0.25,14,609840,0.927194018103109
"550","JF4","Frozen","Storm","2013-3","3/9/2013 18:00","3/14/2013 8:30",37680,0.4864,0.62,28.78,0.02154,0.36,0.24,0.18,0.14,0.07,0.07,0.07,0.07,14,609840,0.741440377804014
"551","JF4","Frozen","Storm","2013-4","3/27/2013 22:30","4/5/2013 22:30",125700,1.905,0.17,4.567,0.03723,0.24,0.24,0.16,0.13,0,0,0,0,14,609840,2.47343565525384
"552","JF4","Frozen","Storm","2013-5","4/6/2013 16:45","4/6/2013 20:30",61.9,0.00778,0,NA,NA,NA,NA,NA,NA,0,0,0.17,0.17,14,609840,0.00121802439984258
"553","JF4","Non-Frozen","Storm","2013-6","4/9/2013 17:00","4/9/2013 19:00",556.4,0.1519,0.84,6.683,0.1257,0.72,0.6,0.46,0.4,0,0.15,0.31,0.48,14,609840,0.0109484454939
"554","JF4","Non-Frozen","Storm","2013-7","4/10/2013 4:15","4/10/2013 12:00",8864,1.41,1.26,6.833,0.1844,1.56,1.08,0.66,0.52,0.86,1.01,1.17,1.34,14,609840,0.174419519874065
"555","JF4","Non-Frozen","Storm","2013-8","4/14/2013 20:15","4/15/2013 1:30",257.1,0.03188,0.43,4.067,0.1057,0.84,0.72,0.4,0.21,0,0,2.36,2.52,14,609840,0.0050590318772137
"556","JF4","Non-Frozen","Storm","2013-9","4/15/2013 3:45","4/15/2013 8:45",4503,0.664,0.51,3.333,0.153,0.36,0.3,0.26,0.24,0.43,0.43,2.79,2.95,14,609840,0.0886068476977568
"557","JF4","Non-Frozen","Storm","2013-10","5/21/2013 6:00","5/21/2013 9:15",3959,0.934,1.6,4.533,0.3529,3.48,2.34,1.2,0.86,0.42,0.42,1.45,2.45,14,609840,0.0779024006296734
"558","JF4","Non-Frozen","Storm","2013-11","5/30/2013 0:15","5/30/2013 7:30",19280,1.356,1.65,5.233,0.3153,3.72,2.82,1.26,0.76,0,0.06,1.05,4.44,14,609840,0.379378197560016
"559","JF4","Non-Frozen","Storm","2013-12","6/6/2013 1:45","6/6/2013 7:30",3199,0.531,0.43,5.033,0.08543,0.72,0.54,0.42,0.27,0.53,0.98,2.06,3.82,14,609840,0.0629476584022039
"560","JF4","Non-Frozen","Storm","2013-13","6/9/2013 20:30","6/10/2013 0:15",1005,0.1186,0.47,3.567,0.1318,1.8,1.38,0.5,0.3,0.05,0.05,1.48,3.89,14,609840,0.019775678866588
"561","JF4","Non-Frozen","Storm","2013-14","6/10/2013 2:30","6/10/2013 4:00",147.6,0.04902,0.09,2.3,0.03913,0.24,0.18,0.1,0.07,0.52,0.52,1.95,4.25,14,609840,0.00290436835891381
"562","JF4","Non-Frozen","Storm","2013-15","6/13/2013 2:15","6/13/2013 4:30",1992,0.71,0.59,5.533,0.1066,1.56,1.44,0.78,0.42,0.2,0.21,1.35,4.09,14,609840,0.0391971664698937
"563","JF4","Non-Frozen","Storm","2013-16","6/23/2013 1:45","6/23/2013 11:00",22270,5.06,1.42,8.55,0.1661,2.76,1.56,0.9,0.67,0.4,1.08,1.08,3.13,14,609840,0.438213301849665
"564","JF4","Non-Frozen","Storm","2013-17","6/25/2013 8:00","6/25/2013 12:30",7634,1.45,0.75,5.533,0.1355,1.08,0.9,0.44,0.37,0,0.44,2.5,3.93,14,609840,0.15021645021645
"565","JF4","Frozen","Storm","2014-1","3/10/2014 19:30","3/16/2014 15:30",49820,0.6038,0.15,18.65,0.008043,0.12,0.12,0.08,0.07,0,0,0,0,14,609840,0.980322707595435
"566","JF4","Frozen","Storm","2014-2","3/18/2014 16:30","3/23/2014 3:15",24960,0.3846,0,NA,NA,NA,NA,NA,NA,0,0,0.03,0.15,14,609840,0.491145218417946
"567","JF4","Frozen","Storm","2014-3","3/23/2014 15:15","3/24/2014 15:00",20,0.0018,0,NA,NA,NA,NA,NA,NA,0,0,0,0.15,14,609840,0.000393545848091303
"568","JF4","Frozen","Storm","2014-4","3/27/2014 13:30","3/29/2014 1:45",30730,2.17,0.88,10.88,0.08086,0.36,0.36,0.28,0.23,0,0,0,0,14,609840,0.604683195592286
"569","JF4","Non-Frozen","Storm","2014-5","4/13/2014 22:45","4/14/2014 6:45",7502,0.916,1.51,11.55,0.1307,0.48,0.42,0.4,0.36,0.84,1.23,1.23,1.43,14,609840,0.147619047619048
"570","JF4","Non-Frozen","Storm","2014-6","4/24/2014 14:30","4/25/2014 1:00",4411,0.4104,1.17,18.18,0.06434,0.36,0.3,0.22,0.18,0.2,0.2,0.92,3.66,14,609840,0.0867965367965368
"571","JF4","Non-Frozen","Storm","2014-7","4/28/2014 13:15","4/28/2014 22:00",5148,0.5894,0.8,9.95,0.0804,0.48,0.42,0.32,0.19,0.42,0.42,1.8,2.52,14,609840,0.101298701298701
"572","JF4","Non-Frozen","Storm","2014-8","4/29/2014 10:00","4/29/2014 14:00",1551,0.262,0.19,2.95,0.06441,0.24,0.12,0.12,0.1,0.88,1.3,2.68,3.4,14,609840,0.0305194805194805
"573","JF4","Non-Frozen","Storm","2014-9","6/1/2014 21:30","6/2/2014 1:45",8377,1.956,1.89,6.283,0.3008,2.88,2.1,1.26,0.7,0.51,0.51,0.86,1,14,609840,0.164836678473042
"574","JF4","Non-Frozen","Storm","2014-10","6/7/2014 18:45","6/7/2014 21:00",4978,2.38,1.43,2.783,0.5138,5.88,5.04,2.46,1.27,0,0,2.62,2.97,14,609840,0.0979535615899252
"575","JF4","Non-Frozen","Storm","2014-11","6/17/2014 2:45","6/17/2014 5:15",7122,2.475,1.56,3.267,0.4776,4.92,4.5,2.42,1.3,0,0.01,0.01,1.47,14,609840,0.140141676505313
"576","JF4","Non-Frozen","Storm","2014-12","6/18/2014 11:00","6/18/2014 15:15",15840,5.426,1.11,2.433,0.4562,5.52,4.62,1.92,0.99,0.03,1.74,1.75,3.21,14,609840,0.311688311688312
"577","JF4","Non-Frozen","Storm","2014-13","6/19/2014 6:30","6/19/2014 13:15",60780,16.62,1.85,6.2,0.2984,3.36,3.12,2.1,1.36,1.14,1.25,2.86,4.31,14,609840,1.19598583234947
"578","JF4","Frozen","Storm","2015-1","3/7/2015 22:00","3/10/2015 23:45",46500,1.69,0,NA,NA,NA,NA,NA,NA,0,0,0,0,14,609840,0.914994096812279
"579","JF4","Frozen","Storm","2015-2","3/11/2015 16:45","3/11/2015 19:00",30.9,0.00518,0,NA,NA,NA,NA,NA,NA,0,0,0,0,14,609840,0.000608028335301063
"580","JF4","Non-Frozen","Storm","2015-3","4/7/2015 23:00","4/7/2015 23:30",5.5,0.00541,0.29,0.5667,0.5118,2.4,2.04,1.12,0.58,0.02,0.02,0.13,0.2,14,609840,0.000108225108225108
"581","JF4","Non-Frozen","Storm","2015-4","4/8/2015 3:00","4/8/2015 6:15",838,0.153,1.62,5.417,0.2991,2.4,2.04,1.12,0.67,0.02,0.02,0.13,0.2,14,609840,0.0164895710350256
"582","JF4","Non-Frozen","Storm","2015-5","4/9/2015 16:00","4/9/2015 21:30",8599,1.16,0.9,3.183,0.2827,1.2,1.02,0.82,0.49,0.27,1.9,1.92,2.1,14,609840,0.169205037386856
"583","JF4","Non-Frozen","Storm","2015-6","4/10/2015 0:45","4/10/2015 7:30",6754,0.71,0.53,5.067,0.1046,1.92,1.44,0.52,0.29,1.17,2.44,2.82,3,14,609840,0.132900432900433
"584","JF4","Non-Frozen","Storm","2015-7","4/10/2015 14:30","4/10/2015 18:30",1060,0.1597,0,NA,NA,NA,NA,NA,NA,1.41,1.7,3.35,3.53,14,609840,0.020857929948839
"585","JF4","Non-Frozen","Storm","2015-8","6/12/2015 2:15","6/12/2015 6:15",1536,0.2194,1.73,15.25,0.1134,1.08,0.72,0.38,0.27,0,0,0.36,1.32,14,609840,0.030224321133412
"586","JF4","Non-Frozen","Storm","2015-9","7/13/2015 21:45","7/13/2015 23:30",766,0.3399,1.1,0.9167,1.2,4.44,3.24,2,1.1,0.86,0.86,1.14,1.84,14,609840,0.0150728059818969
"587","JF4","Non-Frozen","Storm","2016-1","12/13/2015 10:00","12/13/2015 13:15",758.8,0.1369,1.31,4.683,0.2797,3.6,2.88,1.92,1.65,0,0,0.04,0.55,14,609840,0.014931129476584
"588","JF4","Non-Frozen","Storm","2016-2","12/13/2015 16:00","12/13/2015 20:00",3114,0.674,1.92,12.42,0.1546,3.6,2.88,1.92,1.65,0,0,0.04,0.55,14,609840,0.0612750885478158
"589","JF4","Non-Frozen","Storm","2016-3","12/14/2015","12/14/2015 17:30",47150,4.171,4.18,31.12,0.1343,3.6,2.88,1.92,1.65,0,0,0.04,0.55,14,609840,0.927784336875246
"590","JF4","Non-Frozen","Storm","2016-4","12/24/2015 1:15","12/24/2015 4:00",1524,0.478,0.7,5.267,0.1329,0.96,0.84,0.56,0.35,0.14,0.15,0.18,4.44,14,609840,0.0299881936245573
"591","JF4","Frozen","Storm","2016-5","2/19/2016 23:30","2/20/2016 10:45",438.9,0.01748,0,NA,NA,NA,NA,NA,NA,0.01,0.01,0.01,0.01,14,609840,0.00863636363636364
"592","JF4","Frozen","Storm","2016-6","2/20/2016 19:00","2/21/2016 16:00",6408,0.2725,0,NA,NA,NA,NA,NA,NA,0.01,0.01,0.01,0.01,14,609840,0.126092089728453
"593","JF4","Frozen","Storm","2016-7","2/21/2016 19:30","2/22/2016 10:00",1881,0.07963,0,NA,NA,NA,NA,NA,NA,0,0.01,0.01,0.01,14,609840,0.037012987012987
"594","JF4","Frozen","Storm","2016-8","2/27/2016 19:00","2/28/2016 11:30",6564,0.451,0,NA,NA,NA,NA,NA,NA,0,0,0,0.01,14,609840,0.129161747343566
"595","JF4","Frozen","Storm","2016-9","2/28/2016 16:00","2/29/2016 2:45",3130,0.2665,0,NA,NA,NA,NA,NA,NA,0,0,0,0.01,14,609840,0.0615899252262889
"596","JF4","Frozen","Storm","2016-10","3/6/2016 20:15","3/7/2016 11:15",3218,0.2402,0,NA,NA,NA,NA,NA,NA,0,0,0,0,14,609840,0.0633215269578906
"597","JF4","Frozen","Storm","2016-11","3/7/2016 17:15","3/7/2016 19:15",70.7,0.02047,0,NA,NA,NA,NA,NA,NA,0,0,0,0,14,609840,0.00139118457300276
"598","JF4","Non-Frozen","Storm","2016-12","3/16/2016 2:15","3/16/2016 7:00",5453,1.072,0.6,6.433,0.09326,0.48,0.42,0.32,0.23,0.57,0.6,0.78,0.81,14,609840,0.107300275482094
"599","JF4","Non-Frozen","Storm","2016-13","3/26/2016 21:00","3/27/2016 0:15",410.4,0.09639,0,NA,NA,NA,NA,NA,NA,0,0,0,1.38,14,609840,0.00807556080283353
"600","JF4","Non-Frozen","Storm","2016-14","3/31/2016 3:00","3/31/2016 11:45",32010,5.623,1.7,7.767,0.2189,2.4,2.04,1.38,0.91,0.32,0.32,0.35,0.35,14,609840,0.62987012987013
"601","JF4","Non-Frozen","Storm","2016-15","6/1/2016 1:15","6/1/2016 3:30",2266,0.679,1.49,3.6,0.4139,3.24,1.92,1.28,1.07,0.16,0.16,2.82,2.82,14,609840,0.0445887445887446
"602","JF4","Non-Frozen","Storm","2016-16","6/13/2016 15:00","6/13/2016 17:15",82.7,0.03724,0.66,1.3,0.5077,1.68,1.38,1,0.65,0,0.51,2.05,4.2,14,609840,0.00162731208185754
"603","JF4","Non-Frozen","Storm","2016-17","6/15/2016 2:15","6/15/2016 6:45",16910,5.105,1.52,3.767,0.4035,3.96,3.12,1.96,1.14,0.07,0.73,2.75,3.72,14,609840,0.332743014561196
"604","JF4","Non-Frozen","Storm","2016-18","8/24/2016 6:30","8/24/2016 10:15",4314,1.506,1.7,6.467,0.2629,3.84,2.46,1.12,0.73,0,0,1.84,3.27,14,609840,0.084887839433294
"605","JF4","Non-Frozen","Storm","2016-19","9/7/2016 9:00","9/7/2016 14:45",12010,3.765,2.41,13.98,0.1723,6,4.8,2.72,1.46,0.22,0.25,0.25,2.27,14,609840,0.236324281778827
"606","JF4","Non-Frozen","Storm","2016-20","9/7/2016 17:15","9/7/2016 18:15",80.4,0.04839,2.59,16.42,0.1578,6,4.8,2.72,1.46,0.22,0.25,0.25,2.27,14,609840,0.00158205430932704
"607","JF4","Non-Frozen","Storm","2016-21","9/9/2016 15:00","9/9/2016 21:30",9462,0.925,1.38,5.767,0.2393,1.32,0.96,0.68,0.59,0,0.29,2.88,3.18,14,609840,0.186186540731995
"608","JF4","Non-Frozen","Storm","2016-22","9/10/2016 8:30","9/10/2016 12:45",3067,0.6542,0.38,5.65,0.06726,0.84,0.48,0.36,0.25,1.41,1.41,4.29,4.46,14,609840,0.0603502558048013
"609","JF4","Non-Frozen","Storm","2016-23","9/21/2016 12:15","9/21/2016 18:15",19070,2.802,1.69,8.583,0.1969,1.68,1.26,0.56,0.51,0.01,0.24,1.22,5.3,14,609840,0.375245966155057
"610","JF4","Non-Frozen","Storm","2016-24","9/22/2016 3:15","9/22/2016 16:30",75950,6.532,3.03,12.02,0.2521,1.44,1.32,1.12,0.82,1.76,1.77,2.98,5.25,14,609840,1.49449035812672
"611","JF4","Non-Frozen","Storm","2017-1","10/26/2016 9:15","10/26/2016 12:15",1305,0.2472,1.94,8.45,0.2296,0.6,0.6,0.52,0.45,0.05,0.05,0.05,0.15,14,609840,0.0256788665879575
"612","JF4","Frozen","Storm","2017-2","1/18/2017 18:00","1/24/2017 12:00",15910,0.162,0.37,109.7,0.003374,0.24,0.18,0.12,0.09,0.11,0.34,0.34,0.64,14,609840,0.313065722156631
"613","JF4","Frozen","Storm","2017-3","2/18/2017 19:30","2/19/2017 2:15",3443,0.3684,0,NA,NA,NA,NA,NA,NA,0,0,0,0,14,609840,0.0677489177489178
"614","JF4","Frozen","Storm","2017-4","2/19/2017 19:45","2/19/2017 23:00",541.7,0.07647,0,NA,NA,NA,NA,NA,NA,0,0,0,0,14,609840,0.0106591892955529
"615","JF4","Non-Frozen","Storm","2017-5","2/20/2017 21:45","2/21/2017 5:00",7462,0.7204,0.65,6.85,0.09489,0.36,0.36,0.24,0.18,0,0,0,0,14,609840,0.146831955922865
"616","JF4","Non-Frozen","Storm","2017-6","3/7/2017 3:30","3/7/2017 7:15",6254,1.328,0.56,1.3,0.4308,2.16,1.62,0.84,0.52,0.01,0.01,0.17,0.21,14,609840,0.12306178669815
"617","JF4","Non-Frozen","Storm","2017-7","4/4/2017 8:15","4/4/2017 16:45",3752,0.2976,0.74,12.85,0.05759,0.24,0.18,0.12,0.11,0.63,0.63,0.81,1.66,14,609840,0.0738292011019284
"618","JF4","Non-Frozen","Storm","2017-8","4/20/2017 5:00","4/20/2017 10:00",4749,0.6665,1.22,7.033,0.1735,2.16,1.62,0.98,0.69,0.01,0.01,1.27,1.43,14,609840,0.0934474616292798
"619","JF4","Non-Frozen","Storm","2017-9","5/1/2017 13:45","5/1/2017 16:15",911,0.209,0.39,2.383,0.1636,0.36,0.36,0.3,0.26,0.55,0.55,1.18,2.42,14,609840,0.0179260133805588
"620","JF4","Non-Frozen","Storm","2017-10","5/16/2017 6:15","5/16/2017 10:15",9056,1.506,2.03,4.9,0.4143,3.6,3.12,2,1.42,0.07,0.07,0.35,0.65,14,609840,0.178197560015742
"621","JF4","Non-Frozen","Storm","2017-11","5/17/2017 22:45","5/18/2017 4:30",8656,2.43,0.95,4.967,0.1913,4.8,3.78,1.52,0.76,0.08,2.14,2.26,2.78,14,609840,0.170326643053916
"622","JF4","Non-Frozen","Storm","2017-12","5/20/2017 20:15","5/20/2017 21:30",40.9,0.0179,0.54,6.117,0.08828,0.36,0.3,0.2,0.16,0.03,0.03,3.24,3.79,14,609840,0.000804801259346714
"623","JF4","Non-Frozen","Storm","2017-13","6/23/2017 2:15","6/23/2017 7:15",2672,0.8292,0.8,14.67,0.05455,1.56,1.2,0.56,0.29,0.72,0.72,2.19,3.54,14,609840,0.052577725304998
"624","JF4","Non-Frozen","Storm","2017-14","7/12/2017 8:15","7/12/2017 14:00",36410,11.48,2.97,5.817,0.5106,5.64,4.5,2.06,1.04,0,0.66,1.18,2.25,14,609840,0.716450216450216
"625","JF4","Non-Frozen","Storm","2017-15","7/20/2017 5:00","7/20/2017 12:15",137300,30.27,5.09,6.5,0.7831,6.12,5.16,3.22,2.33,0.97,0.98,1.27,5.22,14,609840,2.70169224714679
"626","JF4","Non-Frozen","Storm","2017-16","7/21/2017 21:15","7/22/2017 5:45",20200,8.481,1.52,10.62,0.1432,3.6,3.3,1.72,0.89,0,6.06,6.36,10.31,14,609840,0.397481306572216
"627","JF5","Non-Frozen","Storm","2011-1","11/13/2010 13:30","11/13/2010 19:00",139,0.06092,0.93,14.93,0.06228,0.36,0.3,0.24,0.21,0.13,0.14,0.14,0.14,33.4,1454904,0.00114646739578694
"628","JF5","Non-Frozen","Storm","2011-2","11/22/2010 17:00","11/22/2010 18:45",24.5,0.02623,0.22,2.217,0.09925,1.44,0.96,0.42,0.21,0.03,0.03,0.06,1.2,33.4,1454904,0.000202075188466043
"629","JF5","Frozen","Storm","2011-3","11/29/2010 21:15","11/30/2010 6:45",1445,0.312,0.17,5.283,0.03218,0.24,0.12,0.1,0.08,0,0,0,0.28,33.4,1454904,0.0119183121360585
"630","JF5","Frozen","Storm","2011-4","12/30/2010 21:00","1/1/2011 10:25",39320,1.246,0.02,28.87,0.0006928,0.12,0.06,0.02,0.01,0.02,0.02,0.02,0.02,33.4,1454904,0.324310057570809
"631","JF5","Frozen","Storm","2011-5","2/14/2011 10:45","2/20/2011 3:15",140700,3.379,0.01,NA,NA,NA,NA,NA,NA,0,0,0,0,33.4,1454904,1.16048893947642
"632","JF5","Frozen","Storm","2011-6","3/4/2011 6:15","3/5/2011 4:15",674.6,0.03612,0.15,4.75,0.03158,0.12,0.12,0.12,0.1,0,0,0,0.01,33.4,1454904,0.00556407845466093
"633","JF5","Frozen","Storm","2011-7","3/13/2011 22:15","3/14/2011 2:15",40.5,0.00564,0,NA,NA,NA,NA,NA,NA,0,0,0,0.15,33.4,1454904,0.000334042658484684
"634","JF5","Frozen","Storm","2011-8","3/14/2011 20:00","3/15/2011 0:05",189,0.02047,0,NA,NA,NA,NA,NA,NA,0,0,0,0.15,33.4,1454904,0.00155886573959519
"635","JF5","Frozen","Storm","2011-9","3/15/2011 18:00","3/21/2011 1:00",107700,2.465,0.89,70.03,0.01271,0.36,0.36,0.28,0.22,0,0,0,0.15,33.4,1454904,0.888306032562973
"636","JF5","Non-Frozen","Storm","2011-10","3/22/2011 9:45","3/23/2011 9:30",46180,4.314,1.64,18.72,0.08762,1.2,0.78,0.42,0.28,0,0.86,0.89,0.89,33.4,1454904,0.380891110341301
"637","JF5","Frozen","Storm","2011-11","3/24/2011 21:30","3/25/2011 1:00",347.7,0.05682,0,NA,NA,NA,NA,NA,NA,0,0.68,2.52,2.53,33.4,1454904,0.00286781808284258
"638","JF5","Non-Frozen","Storm","2011-12","4/26/2011 12:15","4/26/2011 17:00",2036,0.2785,1.2,13.28,0.09034,0.48,0.42,0.3,0.29,0,0,0.47,1.11,33.4,1454904,0.016792860559872
"639","JF5","Non-Frozen","Storm","2011-13","5/9/2011 16:15","5/9/2011 17:30",79.2,0.0465,1.06,1.783,0.5944,3,2.4,1.28,0.86,0,0,0,1.33,33.4,1454904,0.00065323897659227
"640","JF5","Non-Frozen","Storm","2011-14","6/21/2011 10:15","6/21/2011 11:15",562.9,0.5574,0.49,0.5333,0.9188,1.68,1.44,0.96,0.49,0.09,0.1,2.73,3.54,33.4,1454904,0.00464278055459329
