"Season","Rep","n","Use_Frozen","Use_Hydrologic_Group","Use_Tile","AIC_Storm","AIC_Agricultural","AIC_Site","AIC_Full","AUC_Storm","AUC_Agricultural","AUC_Site","AUC_Full","RMSE_Storm","RMSE_Agricultural","RMSE_Site","RMSE_Full","R2m_Storm","R2m_Agricultural","R2m_Site","R2m_Full","R2c_Storm","R2c_Agricultural","R2c_Site","R2c_Full","REvar_Storm","REvar_Agricultural","REvar_Site","REvar_Full","Singular_Storm","Singular_Agricultural","Singular_Site","Singular_Full"
"Pre-growing season",55,135,TRUE,TRUE,TRUE,586.63070649009,587.318563756761,588.11291251984,587.794011512655,,,,,1.75355473683355,1.70954683220427,1.76795271974873,1.72908386889214,0.212104451340682,0.244685602427503,0.262496786605473,0.293095242423434,0.401287094815941,0.435936712915893,0.388785096901523,0.412493464368627,1.09393699760987,1.11955761463137,0.711885550011972,0.669209805805072,FALSE,FALSE,FALSE,FALSE
"Pre-growing season",56,135,TRUE,TRUE,TRUE,530.778645577917,535.165755369406,531.09873909599,536.076502204591,,,,,1.5275145703377,1.49306840123198,1.57242421686385,1.53988206370083,0.297690548272813,0.308270047474297,0.33854735633104,0.345070307175001,0.372030823252045,0.402309433205215,0.353949432157599,0.374377803895928,0.296247575689818,0.381010981719237,0.0601801243007948,0.115195329051176,FALSE,FALSE,FALSE,FALSE
"Pre-growing season",57,135,TRUE,TRUE,TRUE,524.907612523751,528.017529624853,526.91935505978,529.937019958159,,,,,1.5498390482168,1.55485993072756,1.58176380963062,1.56438828292027,0.229160497166814,0.253776604750353,0.28363916207223,0.29937286977131,0.268244496601267,0.277839734691965,,,0.133502612417514,0.0827913360084884,3.00856957304533e-14,0,FALSE,FALSE,TRUE,TRUE
"Pre-growing season",58,135,TRUE,TRUE,TRUE,571.840802246346,572.48420977839,571.359949285445,569.80327546462,,,,,1.77942088677878,1.75946431523514,1.79961344052264,1.76192251156709,0.245197400080778,0.274476202926087,0.29715437984782,0.335054583365946,0.321495581264503,0.338092016342695,0.325340855050592,0.356124733127407,0.382037688212542,0.317025338129643,0.139974020403056,0.104437246964528,FALSE,FALSE,FALSE,FALSE
"Pre-growing season",59,135,TRUE,TRUE,TRUE,553.048903643797,556.936232236812,557.058199661772,559.741138530177,,,,,1.63108206641575,1.62945073451711,1.6366486129715,1.64521148274824,0.235025768985681,0.250865357009215,0.260085043334037,0.282586642532377,0.333713045109661,0.338881439078619,0.333426138293851,0.334811756217084,0.428732801745358,0.382566397440636,0.316100573064922,0.224637611516509,FALSE,FALSE,FALSE,FALSE
"Pre-growing season",60,135,TRUE,TRUE,TRUE,600.363634318561,604.372336431081,598.937426953917,599.865735283064,,,,,1.93858838307414,1.96551453203833,1.96865981967735,2.0268646992699,0.310511784678384,0.320403242375218,0.362677868888355,0.382668007053581,0.405587499018754,0.389074313120548,0.398952622350966,,0.654562956983661,0.465260759169788,0.244613731240275,0,FALSE,FALSE,FALSE,TRUE
"Pre-growing season",61,135,TRUE,TRUE,TRUE,574.782562990348,579.636954963668,578.423789053237,583.463231675791,,,,,1.83720899022968,1.82222750758152,1.84525420360278,1.83976737590206,0.291541022417927,0.299395875447095,0.315045469951759,0.321095459544376,0.342316071918287,0.353873849495042,0.344142791066485,0.349415750354398,0.274586679855716,0.295974527528231,0.156390467793934,0.152457788966403,FALSE,FALSE,FALSE,FALSE
"Pre-growing season",62,135,TRUE,TRUE,TRUE,558.504472293596,558.110920407063,563.641819166533,561.168924006303,,,,,1.74599807654188,1.70168757564974,1.7693878412533,1.70853684292307,0.281833023139375,0.318278129481804,0.30204439751175,0.344762929574455,0.322299745163178,0.358592308170145,0.320175126602567,0.364601192342067,0.190371408636773,0.190679073659571,0.0854519114625771,0.0935893564108976,FALSE,FALSE,FALSE,FALSE
"Pre-growing season",63,135,TRUE,TRUE,TRUE,571.000015254865,573.870162382355,575.289859143712,574.100148307681,,,,,1.8457187287313,1.80530309931823,1.88354903741449,1.84238700478557,0.271481023449781,0.293236647292572,0.281974329764568,0.318535256755417,0.304166865165097,0.335292839996263,0.285287988409866,,0.165949549467461,0.215813247671793,0.016522883372296,0,FALSE,FALSE,FALSE,TRUE
"Pre-growing season",64,135,TRUE,TRUE,TRUE,551.274335137208,555.036921733961,556.15097398354,558.281098751581,,,,,1.56510765179246,1.56183519610756,1.58247693677301,1.57767387331349,0.204961256054425,0.22211948276899,0.229113009333692,0.255164747010603,0.369771655991524,0.37300004898385,0.352625914943606,0.358249179367091,0.712921950179399,0.650611616191922,0.523601610857609,0.434589858871492,FALSE,FALSE,FALSE,FALSE
